Timestamp,Relative Time (ms),Inlet Pressure (Bar),Outlet Pressure (Bar)
11:00:00.000,0,60.284,55.042
11:00:00.100,100,59.948,56.029
11:00:00.200,200,60.356,55.489
11:00:00.300,300,61.269,55.538
11:00:00.400,400,60.318,56.08
11:00:00.500,500,60.989,55.522
11:00:00.600,600,60.436,56.061
11:00:00.700,700,60.977,55.605
11:00:00.800,800,61.203,56.361
11:00:00.900,900,61.399,55.211
11:00:01.000,1000,60.899,55.839
11:00:01.100,1100,60.962,56.389
11:00:01.200,1200,60.531,55.581
11:00:01.300,1300,61.096,55.83
11:00:01.400,1400,60.308,55.925
11:00:01.500,1500,60.831,55.682
11:00:01.600,1600,60.579,55.146
11:00:01.700,1700,61.064,55.706
11:00:01.800,1800,60.395,55.39
11:00:01.900,1900,60.837,56.258
11:00:02.000,2000,60.223,55.228
11:00:02.100,2100,60.966,55.379
11:00:02.200,2200,60.246,55.828
11:00:02.300,2300,59.925,55.628
11:00:02.400,2400,60.583,55.769
11:00:02.500,2500,60.292,55.2
11:00:02.600,2600,60.897,56.216
11:00:02.700,2700,60.159,55.394
11:00:02.800,2800,60.191,55.648
11:00:02.900,2900,60.656,55.547
11:00:03.000,3000,60.06,55.111
11:00:03.100,3100,60.682,55.259
11:00:03.200,3200,61.014,55.497
11:00:03.300,3300,60.929,55.376
11:00:03.400,3400,60.21,55.198
11:00:03.500,3500,60.309,56.121
11:00:03.600,3600,60.476,55.217
11:00:03.700,3700,60.314,56.187
11:00:03.800,3800,60.8,55.816
11:00:03.900,3900,60.202,55.565
11:00:04.000,4000,59.532,55.591
11:00:04.100,4100,60.882,55.508
11:00:04.200,4200,60.546,55.27
11:00:04.300,4300,60.665,55.328
11:00:04.400,4400,60.813,55.35
11:00:04.500,4500,60.236,55.099
11:00:04.600,4600,60.46,54.951
11:00:04.700,4700,60.99,55.443
11:00:04.800,4800,60.267,55.905
11:00:04.900,4900,60.978,55.309
11:00:05.000,5000,61.157,54.988
11:00:05.100,5100,60.242,55.507
11:00:05.200,5200,59.668,55.631
11:00:05.300,5300,60.709,55.427
11:00:05.400,5400,60.222,55.636
11:00:05.500,5500,61.142,55.497
11:00:05.600,5600,60.728,56.038
11:00:05.700,5700,60.179,56.138
11:00:05.800,5800,60.65,55.379
11:00:05.900,5900,61.127,55.653
11:00:06.000,6000,59.965,55.695
11:00:06.100,6100,60.621,54.57
11:00:06.200,6200,60.973,55.754
11:00:06.300,6300,61.101,55.005
11:00:06.400,6400,60.692,55.294
11:00:06.500,6500,61.4,55.878
11:00:06.600,6600,61.171,55.337
11:00:06.700,6700,60.409,55.517
11:00:06.800,6800,60.414,55.564
11:00:06.900,6900,60.021,55.96
11:00:07.000,7000,60.244,55.882
11:00:07.100,7100,60.791,56.135
11:00:07.200,7200,60.398,55.981
11:00:07.300,7300,60.371,55.925
11:00:07.400,7400,60.84,55.469
11:00:07.500,7500,60.296,55.208
11:00:07.600,7600,59.767,55.708
11:00:07.700,7700,60.799,55.64
11:00:07.800,7800,60.281,55.426
11:00:07.900,7900,60.301,55.8
11:00:08.000,8000,60.995,56.134
11:00:08.100,8100,59.995,55.646
11:00:08.200,8200,60.478,55.874
11:00:08.300,8300,60.749,55.666
11:00:08.400,8400,60.495,55.666
11:00:08.500,8500,59.954,55.949
11:00:08.600,8600,60.384,55.276
11:00:08.700,8700,60.998,56.085
11:00:08.800,8800,60.288,55.426
11:00:08.900,8900,60.376,55.572
11:00:09.000,9000,60.007,55.477
11:00:09.100,9100,60.037,55.148
11:00:09.200,9200,60.766,56.141
11:00:09.300,9300,60.775,54.543
11:00:09.400,9400,60.359,55.794
11:00:09.500,9500,60.442,55.317
11:00:09.600,9600,60.749,55.33
11:00:09.700,9700,60.966,55.908
11:00:09.800,9800,60.57,55.472
11:00:09.900,9900,60.332,55.584
11:00:10.000,10000,60.028,55.126
11:00:10.100,10100,60.74,55.57
11:00:10.200,10200,60.393,55.088
11:00:10.300,10300,60.955,54.634
11:00:10.400,10400,60.571,55.234
11:00:10.500,10500,60.552,55.702
11:00:10.600,10600,60.853,55.526
11:00:10.700,10700,60.215,55.706
11:00:10.800,10800,60.246,55.421
11:00:10.900,10900,60.843,54.691
11:00:11.000,11000,60.475,55.461
11:00:11.100,11100,61.198,55.845
11:00:11.200,11200,60.655,54.902
11:00:11.300,11300,60.32,55.56
11:00:11.400,11400,60.378,55.367
11:00:11.500,11500,60.404,55.042
11:00:11.600,11600,61.087,55.378
11:00:11.700,11700,60.917,55.647
11:00:11.800,11800,60.343,56.201
11:00:11.900,11900,60.384,55.367
11:00:12.000,12000,60.726,55.105
