Timestamp,Relative Time (ms),Inlet Pressure (Bar),Outlet Pressure (Bar)
11:00:00.000,0,60.032,55.103
11:00:00.100,100,60.072,55.058
11:00:00.200,200,59.998,54.803
11:00:00.300,300,59.833,54.924
11:00:00.400,400,60.149,54.788
11:00:00.500,500,59.996,54.91
11:00:00.600,600,60.109,55.055
11:00:00.700,700,59.942,54.848
11:00:00.800,800,60.057,55.175
11:00:00.900,900,60.091,54.975
11:00:01.000,1000,59.886,55.141
11:00:01.100,1100,60.355,55.009
11:00:01.200,1200,60.341,55.074
11:00:01.300,1300,60.026,54.905
11:00:01.400,1400,60.126,55.07
11:00:01.500,1500,59.995,54.978
11:00:01.600,1600,59.987,55.075
11:00:01.700,1700,60.089,55.248
11:00:01.800,1800,59.896,55.037
11:00:01.900,1900,59.964,55.054
11:00:02.000,2000,59.944,55.145
11:00:02.100,2100,60.037,54.882
11:00:02.200,2200,60.154,55.009
11:00:02.300,2300,59.98,54.927
11:00:02.400,2400,60.043,55.077
11:00:02.500,2500,59.908,54.916
11:00:02.600,2600,59.902,55.17
11:00:02.700,2700,53.676,55.02
11:00:02.800,2800,47.985,55.125
11:00:02.900,2900,43.727,54.988
11:00:03.000,3000,39.631,55.08
11:00:03.100,3100,36.139,55.027
11:00:03.200,3200,33.556,54.911
11:00:03.300,3300,30.978,55.164
11:00:03.400,3400,29.175,55.014
11:00:03.500,3500,27.433,55.234
11:00:03.600,3600,25.854,54.947
11:00:03.700,3700,24.722,54.762
11:00:03.800,3800,23.735,55.038
11:00:03.900,3900,22.97,55.128
11:00:04.000,4000,22.038,55.06
11:00:04.100,4100,21.307,55.113
11:00:04.200,4200,20.999,55.129
11:00:04.300,4300,20.454,54.914
11:00:04.400,4400,20.122,55.013
11:00:04.500,4500,20.068,55.083
11:00:04.600,4600,19.419,55.1
11:00:04.700,4700,19.398,55.012
11:00:04.800,4800,19.227,55.171
11:00:04.900,4900,18.729,55.281
11:00:05.000,5000,18.66,54.931
11:00:05.100,5100,18.61,55.096
11:00:05.200,5200,18.59,54.864
11:00:05.300,5300,18.571,54.847
11:00:05.400,5400,18.277,54.768
11:00:05.500,5500,18.332,55.075
11:00:05.600,5600,18.101,54.828
11:00:05.700,5700,18.204,55.061
11:00:05.800,5800,18.272,55.108
11:00:05.900,5900,18.362,55.054
11:00:06.000,6000,18.155,55.056
11:00:06.100,6100,18.111,54.943
11:00:06.200,6200,18.249,55.248
11:00:06.300,6300,18.09,54.947
11:00:06.400,6400,18.193,55.157
11:00:06.500,6500,18.125,55.067
11:00:06.600,6600,18.214,54.919
11:00:06.700,6700,17.917,54.979
11:00:06.800,6800,18.107,54.843
11:00:06.900,6900,18.139,54.86
11:00:07.000,7000,17.812,54.89
11:00:07.100,7100,18.123,49.129
11:00:07.200,7200,18.087,43.943
11:00:07.300,7300,18.093,39.777
11:00:07.400,7400,17.974,36.164
11:00:07.500,7500,18.079,33.168
11:00:07.600,7600,17.965,30.535
11:00:07.700,7700,17.974,28.279
11:00:07.800,7800,17.972,26.796
11:00:07.900,7900,17.813,25.211
11:00:08.000,8000,17.99,23.653
11:00:08.100,8100,17.833,22.691
11:00:08.200,8200,18.253,22.113
11:00:08.300,8300,17.902,20.86
11:00:08.400,8400,17.942,20.129
11:00:08.500,8500,17.865,19.573
11:00:08.600,8600,17.832,19.215
11:00:08.700,8700,17.974,18.616
11:00:08.800,8800,18.068,18.666
11:00:08.900,8900,18.099,18.174
11:00:09.000,9000,17.894,18.112
11:00:09.100,9100,17.927,17.63
11:00:09.200,9200,18.113,17.438
11:00:09.300,9300,17.97,17.405
11:00:09.400,9400,18.074,17.229
11:00:09.500,9500,17.978,17.049
11:00:09.600,9600,17.973,17.01
11:00:09.700,9700,18.015,16.793
11:00:09.800,9800,18.017,16.987
11:00:09.900,9900,17.969,16.571
11:00:10.000,10000,17.908,16.604
11:00:10.100,10100,18.195,16.987
11:00:10.200,10200,17.825,16.604
11:00:10.300,10300,17.972,16.599
11:00:10.400,10400,17.87,16.73
11:00:10.500,10500,18.29,16.623
11:00:10.600,10600,17.868,16.741
11:00:10.700,10700,17.963,16.215
11:00:10.800,10800,18.011,16.755
11:00:10.900,10900,17.99,16.775
11:00:11.000,11000,18.004,16.287
11:00:11.100,11100,17.68,16.494
11:00:11.200,11200,18.077,16.487
11:00:11.300,11300,17.822,16.815
11:00:11.400,11400,17.96,16.52
11:00:11.500,11500,17.998,16.718
11:00:11.600,11600,17.983,16.469
11:00:11.700,11700,18.121,16.436
11:00:11.800,11800,17.639,16.625
11:00:11.900,11900,17.959,16.214
11:00:12.000,12000,18.195,16.526
