Timestamp,Relative Time (ms),Inlet Pressure (Bar),Outlet Pressure (Bar)
11:00:00.000,0,59.955,54.973
11:00:00.100,100,60.049,54.989
11:00:00.200,200,60.045,55.045
11:00:00.300,300,60.018,55.046
11:00:00.400,400,59.924,55.032
11:00:00.500,500,60.032,55.103
11:00:00.600,600,59.913,54.896
11:00:00.700,700,60.08,54.96
11:00:00.800,800,60.019,54.988
11:00:00.900,900,59.993,54.983
11:00:01.000,1000,60.038,54.994
11:00:01.100,1100,60.019,55.012
11:00:01.200,1200,60.067,54.988
11:00:01.300,1300,59.991,55.108
11:00:01.400,1400,60.058,54.99
11:00:01.500,1500,59.986,54.968
11:00:01.600,1600,60.052,54.986
11:00:01.700,1700,59.983,54.986
11:00:01.800,1800,60.059,55.068
11:00:01.900,1900,60.116,55.014
11:00:02.000,2000,60.05,54.954
11:00:02.100,2100,53.547,55.052
11:00:02.200,2200,48.091,55.047
11:00:02.300,2300,43.477,54.988
11:00:02.400,2400,39.491,54.992
11:00:02.500,2500,36.209,55.011
11:00:02.600,2600,33.459,54.993
11:00:02.700,2700,31.065,55.119
11:00:02.800,2800,28.974,55.01
11:00:02.900,2900,27.279,55.004
11:00:03.000,3000,25.92,54.986
11:00:03.100,3100,24.656,54.941
11:00:03.200,3200,23.715,54.969
11:00:03.300,3300,22.835,54.98
11:00:03.400,3400,22.053,54.986
11:00:03.500,3500,21.46,55.051
11:00:03.600,3600,20.896,55.022
11:00:03.700,3700,20.446,54.978
11:00:03.800,3800,20.125,54.994
11:00:03.900,3900,19.835,54.954
11:00:04.000,4000,19.495,54.959
11:00:04.100,4100,19.335,55.002
11:00:04.200,4200,19.046,54.934
11:00:04.300,4300,18.926,55.05
11:00:04.400,4400,18.701,55.027
11:00:04.500,4500,18.583,54.993
11:00:04.600,4600,18.594,54.948
11:00:04.700,4700,18.422,54.959
11:00:04.800,4800,18.43,54.992
11:00:04.900,4900,18.251,55.017
11:00:05.000,5000,18.226,54.972
11:00:05.100,5100,18.194,55.03
11:00:05.200,5200,18.212,54.963
11:00:05.300,5300,18.167,54.972
11:00:05.400,5400,18.179,55.015
11:00:05.500,5500,18.133,54.939
11:00:05.600,5600,18.084,55.103
11:00:05.700,5700,18.131,55.068
11:00:05.800,5800,18.114,54.91
11:00:05.900,5900,18.046,55.074
11:00:06.000,6000,18.052,55.042
11:00:06.100,6100,18.028,55.035
11:00:06.200,6200,17.937,55.018
11:00:06.300,6300,18.033,55.048
11:00:06.400,6400,18.072,54.983
11:00:06.500,6500,18.114,54.995
11:00:06.600,6600,17.951,54.964
11:00:06.700,6700,17.96,55.009
11:00:06.800,6800,18.04,54.991
11:00:06.900,6900,18.002,55.052
11:00:07.000,7000,17.992,54.995
11:00:07.100,7100,18.031,54.954
11:00:07.200,7200,18.066,55.069
11:00:07.300,7300,18.038,54.875
11:00:07.400,7400,18.014,54.93
11:00:07.500,7500,18,55.092
11:00:07.600,7600,18.054,55.153
11:00:07.700,7700,17.978,55.081
11:00:07.800,7800,18.009,54.942
11:00:07.900,7900,18.021,55.051
11:00:08.000,8000,17.957,55.01
11:00:08.100,8100,17.988,55.042
11:00:08.200,8200,17.946,55.046
11:00:08.300,8300,17.932,54.952
11:00:08.400,8400,17.953,54.969
11:00:08.500,8500,17.991,54.915
11:00:08.600,8600,18.048,55.023
11:00:08.700,8700,17.955,55.007
11:00:08.800,8800,17.983,54.976
11:00:08.900,8900,18.049,54.926
11:00:09.000,9000,18.015,55.006
11:00:09.100,9100,18.045,55.072
11:00:09.200,9200,17.952,54.979
11:00:09.300,9300,18.017,54.979
11:00:09.400,9400,17.996,55.023
11:00:09.500,9500,17.99,55.02
11:00:09.600,9600,17.95,54.967
11:00:09.700,9700,17.97,49.055
11:00:09.800,9800,18.042,44.12
11:00:09.900,9900,17.964,39.884
11:00:10.000,10000,17.925,36.28
11:00:10.100,10100,17.969,33.253
11:00:10.200,10200,18.081,30.657
11:00:10.300,10300,17.952,28.496
11:00:10.400,10400,17.941,26.607
11:00:10.500,10500,17.984,25.157
11:00:10.600,10600,18.021,23.803
11:00:10.700,10700,18.032,22.655
11:00:10.800,10800,18.072,21.76
11:00:10.900,10900,17.975,20.981
11:00:11.000,11000,18.071,20.224
11:00:11.100,11100,17.982,19.583
11:00:11.200,11200,17.982,19.159
11:00:11.300,11300,17.989,18.692
11:00:11.400,11400,18.032,18.506
11:00:11.500,11500,18.041,18.162
11:00:11.600,11600,18.096,17.851
11:00:11.700,11700,17.932,17.708
11:00:11.800,11800,18.005,17.499
11:00:11.900,11900,17.993,17.24
11:00:12.000,12000,18.035,17.132
