Timestamp,Relative Time (ms),Inlet Pressure (Bar),Outlet Pressure (Bar)
11:00:00.000,0,60.625,55.246
11:00:00.100,100,61.413,55.586
11:00:00.200,200,61.126,56.053
11:00:00.300,300,60.816,55.471
11:00:00.400,400,60.813,55.415
11:00:00.500,500,60.774,55.237
11:00:00.600,600,60.985,55.11
11:00:00.700,700,61.227,55.1
11:00:00.800,800,60.726,55.228
11:00:00.900,900,61.049,55.42
11:00:01.000,1000,61.087,55.562
11:00:01.100,1100,60.957,55.579
11:00:01.200,1200,61.156,55.225
11:00:01.300,1300,61.266,55.769
11:00:01.400,1400,61.1,55.439
11:00:01.500,1500,61.123,55.432
11:00:01.600,1600,61.112,55.465
11:00:01.700,1700,61.015,55.379
11:00:01.800,1800,60.972,55.166
11:00:01.900,1900,61.194,55.264
11:00:02.000,2000,60.956,55.395
11:00:02.100,2100,61.182,55.155
11:00:02.200,2200,60.86,55.457
11:00:02.300,2300,60.998,55.523
11:00:02.400,2400,60.884,55.172
11:00:02.500,2500,61.019,55.684
11:00:02.600,2600,60.851,55.415
11:00:02.700,2700,60.687,55.521
11:00:02.800,2800,61.156,55.425
11:00:02.900,2900,60.476,55.589
11:00:03.000,3000,61.027,55.43
11:00:03.100,3100,61.432,55.42
11:00:03.200,3200,54.565,55.699
11:00:03.300,3300,48.997,55.292
11:00:03.400,3400,44.31,55.367
11:00:03.500,3500,40.141,54.922
11:00:03.600,3600,37.154,55.451
11:00:03.700,3700,34.013,55.366
11:00:03.800,3800,31.393,55.339
11:00:03.900,3900,29.477,55.649
11:00:04.000,4000,27.617,55.665
11:00:04.100,4100,26.472,55.66
11:00:04.200,4200,25.066,55.134
11:00:04.300,4300,23.756,55.273
11:00:04.400,4400,22.967,55.61
11:00:04.500,4500,22.213,55.528
11:00:04.600,4600,21.603,55.474
11:00:04.700,4700,21.098,55.413
11:00:04.800,4800,20.74,55.858
11:00:04.900,4900,20.749,55.643
11:00:05.000,5000,19.846,55.657
11:00:05.100,5100,20.147,55.611
11:00:05.200,5200,19.763,55.213
11:00:05.300,5300,19.115,55.364
11:00:05.400,5400,19.347,55.405
11:00:05.500,5500,19.34,55.587
11:00:05.600,5600,18.853,55.444
11:00:05.700,5700,18.594,55.448
11:00:05.800,5800,18.687,55.35
11:00:05.900,5900,18.858,55.783
11:00:06.000,6000,18.409,49.513
11:00:06.100,6100,18.575,44.108
11:00:06.200,6200,18.754,40.399
11:00:06.300,6300,18.305,36.687
11:00:06.400,6400,18.684,33.443
11:00:06.500,6500,18.405,31.081
11:00:06.600,6600,18.286,28.334
11:00:06.700,6700,18.635,26.66
11:00:06.800,6800,18.554,25.175
11:00:06.900,6900,18.595,23.863
11:00:07.000,7000,18.026,22.323
11:00:07.100,7100,18.355,22.116
11:00:07.200,7200,18.436,20.773
11:00:07.300,7300,17.993,20.672
11:00:07.400,7400,18.607,19.651
11:00:07.500,7500,18.343,19.457
11:00:07.600,7600,18.467,18.754
11:00:07.700,7700,18.103,18.865
11:00:07.800,7800,18.817,18.225
11:00:07.900,7900,18.36,17.778
11:00:08.000,8000,18.393,17.572
11:00:08.100,8100,18.384,17.835
11:00:08.200,8200,18.534,17.469
11:00:08.300,8300,18.361,17.315
11:00:08.400,8400,18.047,17.112
11:00:08.500,8500,18.447,16.873
11:00:08.600,8600,18.064,16.814
11:00:08.700,8700,18.164,17.173
11:00:08.800,8800,18.555,16.55
11:00:08.900,8900,18.264,16.758
11:00:09.000,9000,18.47,17.128
11:00:09.100,9100,17.75,17.15
11:00:09.200,9200,18.288,17.238
11:00:09.300,9300,18.213,17.143
11:00:09.400,9400,17.829,17.053
11:00:09.500,9500,18.334,16.652
11:00:09.600,9600,18.141,16.798
11:00:09.700,9700,18.223,16.448
11:00:09.800,9800,17.734,16.907
11:00:09.900,9900,18.209,16.943
11:00:10.000,10000,18.326,16.679
11:00:10.100,10100,18.114,16.554
11:00:10.200,10200,18.476,16.687
11:00:10.300,10300,18.5,16.399
11:00:10.400,10400,18.076,16.843
11:00:10.500,10500,18.335,16.214
11:00:10.600,10600,18.293,16.572
11:00:10.700,10700,18.227,16.924
11:00:10.800,10800,18.295,16.559
11:00:10.900,10900,18.176,16.561
11:00:11.000,11000,18.241,17.09
11:00:11.100,11100,18.623,16.92
11:00:11.200,11200,18.518,16.877
11:00:11.300,11300,18.408,16.699
11:00:11.400,11400,18.503,16.638
11:00:11.500,11500,18.441,16.828
11:00:11.600,11600,18.334,16.847
11:00:11.700,11700,18.555,16.764
11:00:11.800,11800,18.532,16.385
11:00:11.900,11900,18.745,16.853
11:00:12.000,12000,17.929,16.883
